time	ensayo	nombre	x	y	angulo
1558641788647	0	HA1	-0.1	0	135
1558641790724	0	HA1	-0.1	0	180
1558641792890	0	HA1	-0.2	0	180
1558641795085	0	HA1	-0.2	0	225
1558641797126	0	HA1	-0.2	0	135
1558641799008	0	HA1	-0.2	0	180
1558641801147	0	HA1	-0.3	0	180
1558641803405	0	HA1	-0.3	0	135
1558641805605	0	HA1	-0.3	0	90
1558641807546	0	HA1	-0.3	0	45
1558641809605	0	HA1	-0.3	0	0
1558641811581	0	HA1	-0.3	0	315
1558641813557	0	HA1	-0.3	0	270
1558641815534	0	HA1	-0.3	0	225
1558641817259	0	HA1	-0.4	0.1	225
1558641819457	0	HA1	-0.4	0.1	180
1558641821383	0	HA1	-0.4	0.1	135
1558641823191	0	HA1	-0.4	0.1	90
1558641825921	0	HA1	-0.4	0.1	45
1558641828290	0	HA1	-0.4	0.1	0
1558641830597	0	HA1	-0.4	0.1	315
1558641832758	0	HA1	-0.3	0.2	315
1558641834979	0	HA1	-0.3	0.2	270
1558641837177	0	HA1	-0.3	0.2	225
1558641839315	0	HA1	-0.3	0.2	270
1558641841484	0	HA1	-0.3	0.2	225
1558641843176	0	HA1	-0.3	0.2	270
1558641844538	0	HA1	-0.3	0.2	225
1558641846032	0	HA1	-0.3	0.2	270
1558641847752	0	HA1	-0.3	0.2	225
1558641849698	0	HA1	-0.3	0.2	270
1558641851778	0	HA1	-0.3	0.3	270
1558641853888	0	HA1	-0.3	0.3	225
1558641856137	0	HA1	-0.3	0.3	180
1558641858402	0	HA1	-0.3	0.3	135
1558641860585	0	HA1	-0.4	0.2	135
1558641862819	0	HA1	-0.4	0.2	90
1558641864785	0	HA1	-0.4	0.2	45
1558641866833	0	HA1	-0.4	0.2	0
1558641868970	0	HA1	-0.4	0.2	315
1558641871111	0	HA1	-0.4	0.2	270
1558641873196	0	HA1	-0.4	0.2	225
1558641875183	0	HA1	-0.4	0.2	180
1558641877085	0	HA1	-0.4	0.2	90
1558641879026	0	HA1	-0.4	0.1	90
1558641880911	0	HA1	-0.4	0	90
1558641882992	0	HA1	-0.4	0	45
1558641885100	0	HA1	-0.4	0	0
1558641887199	0	HA1	-0.3	0	0
1558641889434	0	HA1	-0.3	0	90
1558641891369	0	HA1	-0.3	-0.1	90
1558641893614	0	HA1	-0.3	-0.2	90
1558641895741	0	HA1	-0.3	-0.2	135
1558641897791	0	HA1	-0.4	-0.3	135
1558641899805	0	HA1	-0.4	-0.3	45
1558641901785	0	HA1	-0.4	-0.3	0
1558641903792	0	HA1	-0.4	-0.3	315
1558641905871	0	HA1	-0.4	-0.3	0
1558641908034	0	HA1	-0.3	-0.3	0
1558641910113	0	HA1	-0.3	-0.3	90
1558641912221	0	HA1	-0.3	-0.3	135
1558641914213	0	HA1	-0.3	-0.3	180
1558641916146	0	HA1	-0.3	-0.3	225
1558641918182	0	HA1	-0.4	-0.2	225
1558641920185	0	HA1	-0.4	-0.2	270
1558641922236	0	HA1	-0.4	-0.2	315
1558641924250	0	HA1	-0.4	-0.2	0
1558641926307	0	HA1	-0.4	-0.2	45
1558641928435	0	HA1	-0.4	-0.2	90
1558641930513	0	HA1	-0.4	-0.2	135
1558641932697	0	HA1	-0.4	-0.2	180
1558641934694	0	HA1	-0.4	-0.2	270
1558641936709	0	HA1	-0.4	-0.1	270
1558641938714	0	HA1	-0.4	-0.1	225
1558641940670	0	HA1	-0.4	-0.1	180
1558641942612	0	HA1	-0.4	-0.1	135
1558641944678	0	HA1	-0.4	-0.1	90
1558641946702	0	HA1	-0.4	-0.1	45
1558641949105	0	HA1	-0.4	-0.1	0
1558641951940	0	HA1	-0.3	-0.1	0
1558641954045	0	HA1	-0.3	-0.1	315
1558641955849	0	HA1	-0.3	-0.1	270
1558641957859	0	HA1	-0.3	-0.1	225
1558641959623	0	HA1	-0.4	0	225
1558641961604	0	HA1	-0.4	0	315
1558641963580	0	HA1	-0.3	0.1	315
1558641965727	0	HA1	-0.3	0.1	270
1558641967861	0	HA1	-0.3	0.2	270
1558641970079	0	HA1	-0.3	0.2	225
1558641972210	0	HA1	-0.4	0.3	225
1558641974369	0	HA1	-0.4	0.3	180
1558641976074	0	HA1	-0.5	0.3	180
1558641977516	0	HA1	-0.5	0.3	225
1558641979139	0	HA1	-0.5	0.3	135
1558641981298	0	HA1	-0.5	0.3	180
1558641983156	0	HA1	-0.6	0.3	180
1558641984845	0	HA1	-0.6	0.3	90
1558641986878	0	HA1	-0.6	0.3	45
1558641989170	0	HA1	-0.6	0.3	0
1558641991559	0	HA1	-0.6	0.3	315
1558641993950	0	HA1	-0.6	0.3	270
1558641995822	0	HA1	-0.6	0.3	315
1558641997816	0	HA1	-0.5	0.4	315
1558641999877	0	HA1	-0.5	0.4	0
1558642001703	0	HA1	-0.5	0.4	45
1558642003714	0	HA1	-0.5	0.4	90
1558642005788	0	HA1	-0.5	0.4	135
1558642007931	0	HA1	-0.5	0.4	180
1558642010122	0	HA1	-0.5	0.4	225
1558642012272	0	HA1	-0.5	0.4	270
1558642014391	0	HA1	-0.5	0.4	0
1558642016583	0	HA1	-0.4	0.4	0
1558642018666	0	HA1	-0.4	0.4	315
1558642020732	0	HA1	-0.4	0.4	270
1558642023173	0	HA1	-0.4	0.4	225
1558642024829	0	HA1	-0.4	0.4	180
1558642026937	0	HA1	-0.4	0.4	135
1558642029652	0	HA1	-0.4	0.4	90
1558642031310	0	HA1	-0.4	0.3	90
1558642032728	0	HA1	-0.4	0.3	45
1558642034443	0	HA1	-0.4	0.3	0
1558642035783	0	HA1	-0.4	0.3	315
1558642037111	0	HA1	-0.4	0.3	45
1558642039031	0	HA1	-0.3	0.2	45
1558642040436	0	HA1	-0.3	0.2	90
1558642041840	0	HA1	-0.3	0.1	90
1558642043940	0	HA1	-0.3	0.1	45
1558642046035	0	HA1	-0.3	0.1	135
