time	ensayo	nombre	x	y	angulo
1590591977951	0	HA1	-0.4	-0.1	225
1590591980430	0	HA1	-0.4	-0.1	135
1590591981966	0	HA1	-0.4	-0.1	180
1590591983430	0	HA1	-0.4	-0.1	270
1590591986017	0	HA1	-0.4	-0.1	225
1590591988528	0	HA1	-0.4	-0.1	135
1590591990049	0	HA1	-0.4	-0.1	225
1590591991673	0	HA1	-0.4	-0.1	135
1590591993331	0	HA1	-0.4	-0.1	225
1590591994897	0	HA1	-0.4	-0.1	135
1590591997501	0	HA1	-0.4	-0.1	225
1590592000062	0	HA1	-0.4	-0.1	135
1590592001644	0	HA1	-0.4	-0.1	225
1590592003197	0	HA1	-0.4	-0.1	135
1590592004754	0	HA1	-0.4	-0.1	180
1590592006274	0	HA1	-0.4	-0.1	270
1590592007879	0	HA1	-0.4	-0.1	225
1590592009390	0	HA1	-0.4	-0.1	135
1590592010959	0	HA1	-0.4	-0.1	225
1590592012490	0	HA1	-0.4	-0.1	135
1590592014058	0	HA1	-0.4	-0.1	180
1590592015611	0	HA1	-0.4	-0.1	270
1590592017132	0	HA1	-0.4	-0.1	225
1590592018657	0	HA1	-0.4	-0.1	135
1590592020242	0	HA1	-0.4	-0.1	225
1590592021743	0	HA1	-0.4	-0.1	135
1590592023334	0	HA1	-0.4	-0.1	180
1590592024888	0	HA1	-0.4	-0.1	270
1590592026438	0	HA1	-0.4	-0.1	225
1590592027978	0	HA1	-0.4	-0.1	135
1590592029516	0	HA1	-0.4	-0.1	225
1590592032200	0	HA1	-0.4	-0.1	135
1590592033770	0	HA1	-0.4	-0.1	225
1590592037423	0	HA1	-0.4	-0.1	135
1590592038991	0	HA1	-0.4	-0.1	180
1590592040530	0	HA1	-0.4	-0.1	270
1590592042107	0	HA1	-0.4	-0.1	225
1590592043706	0	HA1	-0.4	-0.1	135
1590592045337	0	HA1	-0.4	-0.1	180
1590592046914	0	HA1	-0.4	-0.1	270
1590592048452	0	HA1	-0.4	-0.1	225
1590592050059	0	HA1	-0.4	-0.1	135
1590592051707	0	HA1	-0.4	-0.1	180
1590592053263	0	HA1	-0.4	-0.1	270
1590592054843	0	HA1	-0.4	-0.1	225
1590592056446	0	HA1	-0.4	-0.1	135
1590592058058	0	HA1	-0.4	-0.1	180
1590592059649	0	HA1	-0.4	-0.1	270
1590592061251	0	HA1	-0.4	-0.1	225
1590592062833	0	HA1	-0.4	-0.1	135
1590592064426	0	HA1	-0.4	-0.1	225
1590592065981	0	HA1	-0.4	-0.1	135
1590592067572	0	HA1	-0.4	-0.1	225
1590592069135	0	HA1	-0.4	-0.1	135
1590592070736	0	HA1	-0.4	-0.1	180
1590592073389	0	HA1	-0.4	-0.1	270
1590592074986	0	HA1	-0.4	-0.1	225
1590592077688	0	HA1	-0.4	-0.1	135
1590592080364	0	HA1	-0.4	-0.1	180
1590592082069	0	HA1	-0.4	-0.1	270
1590592083626	0	HA1	-0.4	-0.1	225
1590592085216	0	HA1	-0.4	-0.1	135
1590592086796	0	HA1	-0.4	-0.1	225
1590592088425	0	HA1	-0.4	-0.1	135
1590592090019	0	HA1	-0.4	-0.1	180
1590592092790	0	HA1	-0.4	-0.1	270
1590592094579	0	HA1	-0.4	-0.1	225
1590592097307	0	HA1	-0.4	-0.1	135
1590592098956	0	HA1	-0.4	-0.1	180
1590592100659	0	HA1	-0.4	-0.1	270
1590592102321	0	HA1	-0.4	-0.1	225
1590592103961	0	HA1	-0.4	-0.1	135
1590592105690	0	HA1	-0.4	-0.1	225
1590592107304	0	HA1	-0.4	-0.1	135
1590592108979	0	HA1	-0.4	-0.1	225
1590592110633	0	HA1	-0.4	-0.1	135
1590592112249	0	HA1	-0.4	-0.1	225
1590592113843	0	HA1	-0.4	-0.1	135
1590592115446	0	HA1	-0.4	-0.1	225
1590592117030	0	HA1	-0.4	-0.1	135
1590592118662	0	HA1	-0.4	-0.1	180
1590592120339	0	HA1	-0.4	-0.1	270
1590592122007	0	HA1	-0.4	-0.1	225
1590592123641	0	HA1	-0.4	-0.1	135
1590592125286	0	HA1	-0.4	-0.1	225
1590592126918	0	HA1	-0.4	-0.1	135
1590592128551	0	HA1	-0.4	-0.1	225
1590592130141	0	HA1	-0.4	-0.1	135
1590592131739	0	HA1	-0.4	-0.1	180
1590592134548	0	HA1	-0.4	-0.1	270
1590592136244	0	HA1	-0.4	-0.1	225
1590592137921	0	HA1	-0.4	-0.1	135
1590592139618	0	HA1	-0.4	-0.1	225
1590592142437	0	HA1	-0.4	-0.1	135
1590592144109	0	HA1	-0.4	-0.1	180
1590592145827	0	HA1	-0.4	-0.1	270
1590592147483	0	HA1	-0.4	-0.1	225
1590592149115	0	HA1	-0.4	-0.1	135
1590592150789	0	HA1	-0.4	-0.1	225
1590592152430	0	HA1	-0.4	-0.1	135
1590592154071	0	HA1	-0.4	-0.1	180
1590592155693	0	HA1	-0.4	-0.1	270
1590592158566	0	HA1	-0.4	-0.1	225
1590592160231	0	HA1	-0.4	-0.1	135
1590592161933	0	HA1	-0.4	-0.1	225
1590592163566	0	HA1	-0.4	-0.1	135
1590592166345	0	HA1	-0.4	-0.1	225
1590592168039	0	HA1	-0.4	-0.1	135
1590592169668	0	HA1	-0.4	-0.1	180
1590592171356	0	HA1	-0.4	-0.1	270
1590592173075	0	HA1	-0.4	-0.1	225
1590592174753	0	HA1	-0.4	-0.1	135
1590592177597	0	HA1	-0.4	-0.1	225
1590592179153	0	HA1	-0.4	-0.1	135
1590592180735	0	HA1	-0.4	-0.1	225
1590592183507	0	HA1	-0.4	-0.1	135
1590592185081	0	HA1	-0.4	-0.1	180
1590592186718	0	HA1	-0.4	-0.1	270
1590592188425	0	HA1	-0.4	-0.1	225
1590592190058	0	HA1	-0.4	-0.1	135
1590592191754	0	HA1	-0.4	-0.1	180
1590592194636	0	HA1	-0.4	-0.1	270
1590592196339	0	HA1	-0.4	-0.1	225
1590592198066	0	HA1	-0.4	-0.1	135
1590592199722	0	HA1	-0.4	-0.1	180
1590592201402	0	HA1	-0.4	-0.1	270
1590592204299	0	HA1	-0.4	-0.1	225
1590592206015	0	HA1	-0.4	-0.1	135
1590592207793	0	HA1	-0.4	-0.1	225
1590592209534	0	HA1	-0.4	-0.1	135
1590592211216	0	HA1	-0.4	-0.1	180
1590592213039	0	HA1	-0.4	-0.1	270
1590592215907	0	HA1	-0.4	-0.1	225
1590592217543	0	HA1	-0.4	-0.1	135
1590592219137	0	HA1	-0.4	-0.1	180
1590592220775	0	HA1	-0.4	-0.1	270
1590592223708	0	HA1	-0.4	-0.1	225
1590592225439	0	HA1	-0.4	-0.1	135
1590592227153	0	HA1	-0.4	-0.1	225
1590592230101	0	HA1	-0.4	-0.1	135
1590592233054	0	HA1	-0.4	-0.1	225
1590592234825	0	HA1	-0.4	-0.1	135
1590592236668	0	HA1	-0.4	-0.1	180
1590592238418	0	HA1	-0.4	-0.1	270
1590592240198	0	HA1	-0.4	-0.1	225
1590592241812	0	HA1	-0.4	-0.1	135
1590592243506	0	HA1	-0.4	-0.1	225
1590592245152	0	HA1	-0.4	-0.1	135
1590592246765	0	HA1	-0.4	-0.1	225
1590592248404	0	HA1	-0.4	-0.1	135
1590592250072	0	HA1	-0.4	-0.1	225
1590592251743	0	HA1	-0.4	-0.1	135
1590592254621	0	HA1	-0.4	-0.1	225
1590592256269	0	HA1	-0.4	-0.1	135
1590592257911	0	HA1	-0.4	-0.1	180
1590592259583	0	HA1	-0.4	-0.1	270
1590592261283	0	HA1	-0.4	-0.1	225
1590592262903	0	HA1	-0.4	-0.1	135
1590592264546	0	HA1	-0.4	-0.1	225
1590592266254	0	HA1	-0.4	-0.1	135
1590592267927	0	HA1	-0.4	-0.1	180
1590592269637	0	HA1	-0.4	-0.1	270
1590592271327	0	HA1	-0.4	-0.1	225
1590592272966	0	HA1	-0.4	-0.1	135
1590592274641	0	HA1	-0.4	-0.1	225
1590592276300	0	HA1	-0.4	-0.1	135
1590592277980	0	HA1	-0.4	-0.1	180
1590592279660	0	HA1	-0.4	-0.1	270
1590592281329	0	HA1	-0.4	-0.1	225
1590592282959	0	HA1	-0.4	-0.1	135
1590592284598	0	HA1	-0.4	-0.1	180
1590592286243	0	HA1	-0.4	-0.1	270
1590592289249	0	HA1	-0.4	-0.1	225
1590592290982	0	HA1	-0.4	-0.1	135
1590592294006	0	HA1	-0.4	-0.1	180
1590592295789	0	HA1	-0.4	-0.1	270
1590592297516	0	HA1	-0.4	-0.1	225
1590592299250	0	HA1	-0.4	-0.1	135
1590592300969	0	HA1	-0.4	-0.1	225
1590592302692	0	HA1	-0.4	-0.1	135
1590592304368	0	HA1	-0.4	-0.1	225
1590592307327	0	HA1	-0.4	-0.1	135
1590592308985	0	HA1	-0.4	-0.1	225
1590592310673	0	HA1	-0.4	-0.1	135
1590592312393	0	HA1	-0.4	-0.1	180
1590592314315	0	HA1	-0.4	-0.1	270
1590592315971	0	HA1	-0.4	-0.1	225
1590592317970	0	HA1	-0.4	-0.1	135
1590592322296	0	HA1	-0.4	-0.1	225
1590592325360	0	HA1	-0.4	-0.1	135
1590592328534	0	HA1	-0.4	-0.1	180
1590592330397	0	HA1	-0.4	-0.1	270
1590592332275	0	HA1	-0.4	-0.1	225
1590592334133	0	HA1	-0.4	-0.1	135
1590592336007	0	HA1	-0.4	-0.1	180
1590592337774	0	HA1	-0.4	-0.1	270
1590592339590	0	HA1	-0.4	-0.1	225
1590592342721	0	HA1	-0.4	-0.1	135
1590592344507	0	HA1	-0.4	-0.1	225
1590592346360	0	HA1	-0.4	-0.1	135
1590592348218	0	HA1	-0.4	-0.1	225
1590592350058	0	HA1	-0.4	-0.1	135
1590592351902	0	HA1	-0.4	-0.1	225
1590592355064	0	HA1	-0.4	-0.1	135
1590592356953	0	HA1	-0.4	-0.1	180
1590592360097	0	HA1	-0.4	-0.1	270
1590592361904	0	HA1	-0.4	-0.1	225
1590592363761	0	HA1	-0.4	-0.1	135
1590592365558	0	HA1	-0.4	-0.1	225
1590592369045	0	HA1	-0.4	-0.1	135
1590592376454	0	HA1	-0.4	-0.1	225
1590592378352	0	HA1	-0.4	-0.1	135
1590592380213	0	HA1	-0.4	-0.1	180
1590592382095	0	HA1	-0.4	-0.1	270
1590592385326	0	HA1	-0.4	-0.1	225
1590592387177	0	HA1	-0.4	-0.1	135
1590592389119	0	HA1	-0.4	-0.1	180
1590592391065	0	HA1	-0.4	-0.1	270
1590592392880	0	HA1	-0.4	-0.1	225
1590592394821	0	HA1	-0.4	-0.1	135
1590592396714	0	HA1	-0.4	-0.1	225
1590592398615	0	HA1	-0.4	-0.1	135
1590592400517	0	HA1	-0.4	-0.1	180
1590592402435	0	HA1	-0.4	-0.1	270
1590592404349	0	HA1	-0.4	-0.1	225
1590592406298	0	HA1	-0.4	-0.1	135
1590592408166	0	HA1	-0.4	-0.1	225
1590592411529	0	HA1	-0.4	-0.1	135
1590592413473	0	HA1	-0.4	-0.1	180
1590592415382	0	HA1	-0.4	-0.1	270
1590592417172	0	HA1	-0.4	-0.1	225
1590592418963	0	HA1	-0.4	-0.1	135
1590592420768	0	HA1	-0.4	-0.1	180
1590592422628	0	HA1	-0.4	-0.1	270
1590592425965	0	HA1	-0.4	-0.1	225
1590592427787	0	HA1	-0.4	-0.1	135
1590592429601	0	HA1	-0.4	-0.1	180
1590592431432	0	HA1	-0.4	-0.1	270
1590592433317	0	HA1	-0.4	-0.1	225
1590592435130	0	HA1	-0.4	-0.1	135
1590592436961	0	HA1	-0.4	-0.1	225
1590592438760	0	HA1	-0.4	-0.1	135
1590592440604	0	HA1	-0.4	-0.1	225
1590592442412	0	HA1	-0.4	-0.1	135
1590592444257	0	HA1	-0.4	-0.1	180
1590592446049	0	HA1	-0.4	-0.1	270
1590592447885	0	HA1	-0.4	-0.1	225
1590592451158	0	HA1	-0.4	-0.1	135
1590592454474	0	HA1	-0.4	-0.1	225
1590592456351	0	HA1	-0.4	-0.1	135
1590592459820	0	HA1	-0.4	-0.1	225
1590592463206	0	HA1	-0.4	-0.1	135
1590592465097	0	HA1	-0.4	-0.1	180
1590592468574	0	HA1	-0.4	-0.1	270
1590592470528	0	HA1	-0.4	-0.1	225
1590592472506	0	HA1	-0.4	-0.1	135
1590592474485	0	HA1	-0.4	-0.1	180
1590592477984	0	HA1	-0.4	-0.1	270
1590592479999	0	HA1	-0.4	-0.1	225
1590592482003	0	HA1	-0.4	-0.1	135
1590592483858	0	HA1	-0.4	-0.1	180
1590592487271	0	HA1	-0.4	-0.1	270
1590592489185	0	HA1	-0.4	-0.1	225
1590592491079	0	HA1	-0.4	-0.1	135
1590592492972	0	HA1	-0.4	-0.1	180
1590592494882	0	HA1	-0.4	-0.1	270
1590592496764	0	HA1	-0.4	-0.1	225
1590592500247	0	HA1	-0.4	-0.1	135
1590592502138	0	HA1	-0.4	-0.1	180
1590592504062	0	HA1	-0.4	-0.1	270
1590592506034	0	HA1	-0.4	-0.1	225
1590592507973	0	HA1	-0.4	-0.1	135
1590592509883	0	HA1	-0.4	-0.1	225
1590592511787	0	HA1	-0.4	-0.1	135
1590592513675	0	HA1	-0.4	-0.1	225
1590592515608	0	HA1	-0.4	-0.1	135
1590592517506	0	HA1	-0.4	-0.1	180
1590592519456	0	HA1	-0.4	-0.1	270
1590592521348	0	HA1	-0.4	-0.1	225
1590592524787	0	HA1	-0.4	-0.1	135
1590592526752	0	HA1	-0.4	-0.1	225
1590592528675	0	HA1	-0.4	-0.1	135
1590592530569	0	HA1	-0.4	-0.1	180
1590592532483	0	HA1	-0.4	-0.1	270
1590592534393	0	HA1	-0.4	-0.1	225
1590592536339	0	HA1	-0.4	-0.1	135
1590592538277	0	HA1	-0.4	-0.1	180
1590592540183	0	HA1	-0.4	-0.1	270
1590592542124	0	HA1	-0.4	-0.1	225
1590592545613	0	HA1	-0.4	-0.1	135
1590592547682	0	HA1	-0.4	-0.1	180
1590592549783	0	HA1	-0.4	-0.1	270
1590592551884	0	HA1	-0.4	-0.1	225
1590592553990	0	HA1	-0.4	-0.1	135
1590592556083	0	HA1	-0.4	-0.1	225
1590592558139	0	HA1	-0.4	-0.1	135
1590592560126	0	HA1	-0.4	-0.1	180
1590592562031	0	HA1	-0.4	-0.1	270
1590592563985	0	HA1	-0.4	-0.1	225
1590592565956	0	HA1	-0.4	-0.1	135
1590592567870	0	HA1	-0.4	-0.1	225
1590592569824	0	HA1	-0.4	-0.1	135
1590592571723	0	HA1	-0.4	-0.1	180
1590592573653	0	HA1	-0.4	-0.1	270
1590592575608	0	HA1	-0.4	-0.1	225
1590592577537	0	HA1	-0.4	-0.1	135
1590592579530	0	HA1	-0.4	-0.1	180
1590592581496	0	HA1	-0.4	-0.1	270
1590592583417	0	HA1	-0.4	-0.1	225
1590592585365	0	HA1	-0.4	-0.1	135
1590592587310	0	HA1	-0.4	-0.1	225
1590592589238	0	HA1	-0.4	-0.1	135
1590592592706	0	HA1	-0.4	-0.1	180
1590592596237	0	HA1	-0.4	-0.1	270
1590592598159	0	HA1	-0.4	-0.1	225
1590592600130	0	HA1	-0.4	-0.1	135
1590592602070	0	HA1	-0.4	-0.1	225
1590592604034	0	HA1	-0.4	-0.1	135
1590592605974	0	HA1	-0.4	-0.1	225
1590592607938	0	HA1	-0.4	-0.1	135
1590592609927	0	HA1	-0.4	-0.1	180
1590592611915	0	HA1	-0.4	-0.1	270
1590592613861	0	HA1	-0.4	-0.1	225
1590592615874	0	HA1	-0.4	-0.1	135
1590592617877	0	HA1	-0.4	-0.1	225
1590592619913	0	HA1	-0.4	-0.1	135
1590592621918	0	HA1	-0.4	-0.1	180
1590592625451	0	HA1	-0.4	-0.1	270
1590592627427	0	HA1	-0.4	-0.1	225
1590592630966	0	HA1	-0.4	-0.1	135
1590592634530	0	HA1	-0.4	-0.1	225
1590592636547	0	HA1	-0.4	-0.1	135
1590592638525	0	HA1	-0.4	-0.1	180
1590592640513	0	HA1	-0.4	-0.1	270
1590592644118	0	HA1	-0.4	-0.1	225
1590592646081	0	HA1	-0.4	-0.1	135
1590592648046	0	HA1	-0.4	-0.1	180
1590592650049	0	HA1	-0.4	-0.1	270
1590592652029	0	HA1	-0.4	-0.1	225
1590592654007	0	HA1	-0.4	-0.1	135
1590592656042	0	HA1	-0.4	-0.1	180
1590592658040	0	HA1	-0.4	-0.1	270
1590592660090	0	HA1	-0.4	-0.1	225
1590592662125	0	HA1	-0.4	-0.1	135
1590592664138	0	HA1	-0.4	-0.1	180
1590592666112	0	HA1	-0.4	-0.1	270
1590592668143	0	HA1	-0.4	-0.1	225
1590592670146	0	HA1	-0.4	-0.1	135
1590592672144	0	HA1	-0.4	-0.1	180
1590592674186	0	HA1	-0.4	-0.1	270
1590592676196	0	HA1	-0.4	-0.1	225
1590592678197	0	HA1	-0.4	-0.1	135
1590592680221	0	HA1	-0.4	-0.1	225
1590592682180	0	HA1	-0.4	-0.1	135
1590592684160	0	HA1	-0.4	-0.1	225
1590592686147	0	HA1	-0.4	-0.1	135
1590592688177	0	HA1	-0.4	-0.1	180
1590592690168	0	HA1	-0.4	-0.1	270
1590592692175	0	HA1	-0.4	-0.1	225
1590592694221	0	HA1	-0.4	-0.1	135
1590592696212	0	HA1	-0.4	-0.1	225
1590592698218	0	HA1	-0.4	-0.1	135
1590592700209	0	HA1	-0.4	-0.1	180
1590592702193	0	HA1	-0.4	-0.1	270
1590592704195	0	HA1	-0.4	-0.1	225
1590592706160	0	HA1	-0.4	-0.1	135
1590592708180	0	HA1	-0.4	-0.1	180
1590592710216	0	HA1	-0.4	-0.1	270
1590592712218	0	HA1	-0.4	-0.1	225
1590592715895	0	HA1	-0.4	-0.1	135
1590592717876	0	HA1	-0.4	-0.1	225
1590592719935	0	HA1	-0.4	-0.1	135
1590592721905	0	HA1	-0.4	-0.1	225
1590592723886	0	HA1	-0.4	-0.1	135
1590592725914	0	HA1	-0.4	-0.1	180
1590592727957	0	HA1	-0.4	-0.1	270
1590592729991	0	HA1	-0.4	-0.1	225
1590592732031	0	HA1	-0.4	-0.1	135
1590592734059	0	HA1	-0.4	-0.1	225
1590592736055	0	HA1	-0.4	-0.1	135
1590592738097	0	HA1	-0.4	-0.1	225
1590592740133	0	HA1	-0.4	-0.1	135
1590592742111	0	HA1	-0.4	-0.1	225
1590592744109	0	HA1	-0.4	-0.1	135
1590592746081	0	HA1	-0.4	-0.1	180
1590592748119	0	HA1	-0.4	-0.1	270
1590592751777	0	HA1	-0.4	-0.1	225
1590592753881	0	HA1	-0.4	-0.1	135
1590592755910	0	HA1	-0.4	-0.1	225
1590592757922	0	HA1	-0.4	-0.1	135
1590592759962	0	HA1	-0.4	-0.1	225
1590592762132	0	HA1	-0.4	-0.1	135
1590592765969	0	HA1	-0.4	-0.1	225
1590592769758	0	HA1	-0.4	-0.1	135
1590592771914	0	HA1	-0.4	-0.1	180
1590592773979	0	HA1	-0.4	-0.1	270
1590592776071	0	HA1	-0.4	-0.1	225
1590592778115	0	HA1	-0.4	-0.1	135
1590592781806	0	HA1	-0.4	-0.1	180
1590592783814	0	HA1	-0.4	-0.1	270
1590592785865	0	HA1	-0.4	-0.1	225
1590592789594	0	HA1	-0.4	-0.1	135
1590592791663	0	HA1	-0.4	-0.1	180
1590592793726	0	HA1	-0.4	-0.1	270
1590592795810	0	HA1	-0.4	-0.1	225
1590592797852	0	HA1	-0.4	-0.1	135
1590592801590	0	HA1	-0.4	-0.1	225
1590592803647	0	HA1	-0.4	-0.1	135
1590592805718	0	HA1	-0.4	-0.1	225
1590592807887	0	HA1	-0.4	-0.1	135
1590592810001	0	HA1	-0.4	-0.1	180
1590592812085	0	HA1	-0.4	-0.1	270
1590592815817	0	HA1	-0.4	-0.1	225
1590592817912	0	HA1	-0.4	-0.1	135
1590592821676	0	HA1	-0.4	-0.1	225
1590592823751	0	HA1	-0.4	-0.1	135
1590592825804	0	HA1	-0.4	-0.1	225
1590592827907	0	HA1	-0.4	-0.1	135
1590592829964	0	HA1	-0.4	-0.1	225
1590592832057	0	HA1	-0.4	-0.1	135
1590592834127	0	HA1	-0.4	-0.1	225
1590592836201	0	HA1	-0.4	-0.1	135
1590592839976	0	HA1	-0.4	-0.1	225
1590592842099	0	HA1	-0.4	-0.1	135
1590592844183	0	HA1	-0.4	-0.1	180
1590592846305	0	HA1	-0.4	-0.1	270
1590592848444	0	HA1	-0.4	-0.1	225
1590592850538	0	HA1	-0.4	-0.1	135
1590592854347	0	HA1	-0.4	-0.1	180
1590592856457	0	HA1	-0.4	-0.1	270
1590592858542	0	HA1	-0.4	-0.1	225
1590592860657	0	HA1	-0.4	-0.1	135
1590592862760	0	HA1	-0.4	-0.1	225
1590592864909	0	HA1	-0.4	-0.1	135
1590592867167	0	HA1	-0.4	-0.1	180
1590592869284	0	HA1	-0.4	-0.1	270
1590592873125	0	HA1	-0.4	-0.1	225
1590592875232	0	HA1	-0.4	-0.1	135
1590592877389	0	HA1	-0.4	-0.1	180
1590592879499	0	HA1	-0.4	-0.1	270
1590592881689	0	HA1	-0.4	-0.1	225
1590592883906	0	HA1	-0.4	-0.1	135
1590592886113	0	HA1	-0.4	-0.1	180
1590592888309	0	HA1	-0.4	-0.1	270
1590592890532	0	HA1	-0.4	-0.1	225
1590592894367	0	HA1	-0.4	-0.1	135
1590592896521	0	HA1	-0.4	-0.1	180
1590592898642	0	HA1	-0.4	-0.1	270
1590592900738	0	HA1	-0.4	-0.1	225
1590592902853	0	HA1	-0.4	-0.1	135
1590592904974	0	HA1	-0.4	-0.1	180
1590592907078	0	HA1	-0.4	-0.1	270
1590592909194	0	HA1	-0.4	-0.1	225
1590592911350	0	HA1	-0.4	-0.1	135
1590592913539	0	HA1	-0.4	-0.1	180
1590592915796	0	HA1	-0.4	-0.1	270
1590592918063	0	HA1	-0.4	-0.1	225
1590592920246	0	HA1	-0.4	-0.1	135
