time	ensayo	nombre	x	y	angulo
1558640465949	0	HA1	-0.2	0.2	45
1558640468749	0	HA1	-0.2	0.2	90
1558640471087	0	HA1	-0.2	0.2	135
1558640473492	0	HA1	-0.2	0.2	180
1558640475802	0	HA1	-0.2	0.2	225
1558640478230	0	HA1	-0.2	0.2	270
1558640480529	0	HA1	-0.2	0.2	315
1558640482835	0	HA1	-0.1	0.3	315
1558640485711	0	HA1	-0.1	0.3	270
1558640489025	0	HA1	-0.1	0.3	225
1558640490381	0	HA1	-0.1	0.3	180
1558640492303	0	HA1	-0.1	0.3	135
1558640494663	0	HA1	-0.1	0.3	90
1558640498417	0	HA1	-0.1	0.3	45
1558640500459	0	HA1	-0.1	0.3	0
1558640502834	0	HA1	0	0.3	0
1558640505125	0	HA1	0	0.3	45
1558640507545	0	HA1	0	0.3	90
1558640510092	0	HA1	0	0.3	135
1558640512632	0	HA1	-0.1	0.2	135
1558640516022	0	HA1	-0.1	0.2	180
1558640518752	0	HA1	-0.1	0.2	225
1558640521148	0	HA1	-0.1	0.2	270
1558640523653	0	HA1	-0.1	0.2	315
1558640526346	0	HA1	-0.1	0.2	0
1558640529652	0	HA1	-0.1	0.2	45
1558640532171	0	HA1	-0.1	0.2	90
1558640535882	0	HA1	-0.1	0.2	180
1558640540690	0	HA1	-0.2	0.2	180
1558640544163	0	HA1	-0.3	0.2	180
1558640546770	0	HA1	-0.4	0.2	180
1558640548876	0	HA1	-0.4	0.2	90
1558640551160	0	HA1	-0.4	0.2	45
1558640553176	0	HA1	-0.4	0.2	0
1558640555335	0	HA1	-0.4	0.2	315
1558640557736	0	HA1	-0.3	0.3	315
1558640561434	0	HA1	-0.3	0.3	0
1558640564510	0	HA1	-0.3	0.3	45
1558640566891	0	HA1	-0.3	0.3	90
1558640571306	0	HA1	-0.3	0.3	135
1558640573172	0	HA1	-0.3	0.3	90
1558640575786	0	HA1	-0.3	0.2	90
1558640578189	0	HA1	-0.3	0.1	90
1558640580659	0	HA1	-0.3	-0	90
1558640583267	0	HA1	-0.3	-0	45
1558640585797	0	HA1	-0.3	-0	0
1558640589284	0	HA1	-0.3	-0	315
1558640591752	0	HA1	-0.2	0.1	315
1558640594256	0	HA1	-0.2	0.1	270
1558640596262	0	HA1	-0.2	0.1	225
1558640598864	0	HA1	-0.2	0.1	180
1558640601371	0	HA1	-0.2	0.1	135
1558640603743	0	HA1	-0.2	0.1	90
