46.84	53.11				
46.83	53.22				
46.8	53.33				
46.76	53.44				
46.75	53.48				
46.74	53.52				
46.7	53.58				
46.67	53.64				
46.71	53.73				
46.75	53.82				
46.8	53.88				
46.86	53.94				
46.87	53.99				
46.88	54.05				
46.91	54.06				
46.96	54.06				
46.89	54.03				
46.82	53.99				
46.72	54.02				
46.6	54.05				
46.61	54.11				
46.62	54.17				
46.63	54.2				
46.63	54.24				
46.64	54.28				
46.65	54.32				
46.73	54.34				
46.82	54.36				
46.86	54.33				
46.9	54.28				
46.95	54.3				
47	54.32				
47.07	54.3				
47.16	54.27				
47.21	54.18				
47.26	54.09				
47.26	54.05				
47.26	54.01				
47.26	53.96				
47.27	53.91				
47.23	53.86				
47.18	53.8				
47.15	53.78				
47.12	53.75				
47.06	53.74				
46.99	53.72				
46.91	53.69				
46.81	53.66				
46.79	53.65				
46.76	53.64				
46.75	53.66				
46.76	53.73				
46.72	53.81				
46.67	53.89				
46.66	53.88				
46.65	53.87				
46.64	53.88				
46.63	53.9				
46.57	53.91				
46.5	53.87				
46.51	53.83				
46.53	53.77				
46.52	53.81				
46.51	53.86				
46.5	53.86				
46.49	53.86				
46.52	53.86				
46.54	53.86				
46.55	53.86				
46.55	53.86				
46.58	53.89				
46.61	53.92				
46.64	53.98				
46.68	54.04				
46.71	54.05				
46.75	54.07				
46.85	54.11				
46.95	54.15				
46.97	54.17				
47	54.18				
46.94	54.2				
46.88	54.21				
46.81	54.27				
46.73	54.34				
46.64	54.27				
46.54	54.2				
46.51	54.15				
46.48	54.09				
46.56	54.11				
46.64	54.14				
46.74	54.1				
46.85	54.06				
46.89	54.07				
46.94	54.09				
46.97	54.11				
47	54.14				
47.03	54.03				
47.05	53.92				
47.07	53.88				
47.09	53.84				
47.16	53.85				
47.22	53.86				
47.27	53.87				
47.31	53.88				
47.39	53.95				
47.46	54.04				
47.46	53.97				
47.46	53.89				
47.4	53.87				
47.33	53.84				
47.31	53.81				
47.28	53.78				
47.22	53.72				
47.15	53.64				
47.13	53.7				
47.11	53.77				
47.17	53.79				
47.24	53.81				
47.26	53.84				
47.28	53.87				
47.32	53.93				
47.35	54.01				
47.42	54.11				
47.5	54.21				
47.57	54.32				
47.67	54.46				
47.68	54.45				
47.67	54.43				
47.59	54.49				
47.5	54.55				
47.45	54.63				
47.4	54.72				
47.3	54.61				
47.17	54.46				
47.11	54.46				
47.05	54.46				
47.04	54.51				
47.03	54.56				
46.98	54.4				
46.92	54.22				
46.9	54.19				
46.88	54.17				
46.84	54.18				
46.8	54.19				
46.81	54.01				
46.82	53.81				
46.81	53.82				
46.8	53.85				
46.77	53.85				
46.73	53.86				
46.75	53.86				
46.78	53.87				
46.75	53.89				
46.72	53.92				
46.71	53.93				
46.71	53.93				
46.7	53.94				
46.7	53.94				
46.7	53.92				
46.69	53.9				
46.71	53.9				
46.74	53.89				
46.8	53.89				
46.85	53.89				
46.92	53.89				
46.99	53.88				
47.06	53.88				
47.14	53.88				
47.14	53.93				
47.14	53.99				
47.14	53.97				
47.13	53.95				
47.14	53.92				
47.15	53.9				
47.16	53.87				
47.16	53.85				
47.24	53.84				
47.33	53.83				
47.37	53.85				
47.41	53.87				
47.4	53.95				
47.39	54.03				
47.43	54.17				
47.48	54.33				
47.47	54.39				
47.45	54.45				
47.46	54.57				
47.46	54.7				
47.52	54.78				
47.58	54.85				
47.64	54.87				
47.71	54.88				
47.61	54.97				
47.52	55.06				
47.44	55.12				
47.36	55.17				
47.27	55.22				
47.17	55.27				
47.03	55.3				
46.88	55.33				
46.86	55.38				
46.84	55.43				
46.8	55.42				
46.76	55.41				
46.7	55.37				
46.64	55.32				
46.62	55.33				
46.6	55.33				
46.61	55.3				
46.62	55.26				
46.61	55.22				
46.6	55.18				
46.62	55.14				
46.64	55.1				
46.64	55.06				
46.65	55.02				
46.65	55				
46.65	54.98				
46.66	54.99				
46.66	55.01				
46.66	55.11				
46.66	55.21				
46.66	55.28				
46.67	55.35				
46.64	55.37				
46.61	55.4				
46.61	55.45				
46.61	55.51				
46.6	55.43				
46.6	55.33				
46.59	55.31				
46.59	55.28				
46.59	55.27				
46.58	55.27				
46.61	55.28				
46.64	55.29				
46.66	55.31				
46.7	55.34				
46.7	55.34				
46.71	55.34				
46.75	55.32				
46.78	55.3				
46.82	55.27				
46.86	55.24				
46.87	55.32				
46.89	55.4				
46.84	55.4				
46.8	55.4				
46.78	55.41				
46.75	55.42				
46.69	55.45				
46.63	55.5				
46.61	55.51				
46.59	55.52				
46.6	55.52				
46.61	55.53				
46.6	55.57				
46.59	55.6				
46.61	55.58				
46.64	55.56				
46.62	55.51				
46.59	55.46				
46.59	55.43				
46.59	55.4				
46.61	55.38				
46.64	55.37				
46.59	55.33				
46.53	55.29				
46.55	55.3				
46.58	55.31				
46.6	55.33				
46.63	55.36				
46.63	55.38				
46.63	55.41				
46.69	55.44				
46.75	55.48				
46.74	55.49				
46.72	55.5				
46.71	55.51				
46.68	55.52				
46.66	55.48				
46.64	55.43				
46.58	55.43				
46.51	55.43				
46.5	55.4				
46.48	55.36				
46.44	55.38				
46.4	55.39				
46.35	55.44				
46.31	55.5				
46.32	55.53				
46.33	55.56				
46.29	55.71				
46.25	55.86				
46.29	55.98				
46.34	56.1				
46.39	56.17				
46.45	56.24				
46.46	56.29				
46.47	56.33				
46.48	56.37				
46.5	56.41				
46.56	56.44				
46.63	56.46				
46.6	56.45				
46.55	56.44				
46.56	56.4				
46.56	56.35				
46.6	56.21				
46.63	56.07				
46.55	55.93				
46.47	55.79				
46.54	55.75				
46.62	55.7				
46.65	55.68				
46.68	55.66				
46.69	55.63				
46.69	55.6				
46.73	55.58				
46.77	55.56				
46.73	55.52				
46.69	55.48				
46.72	55.47				
46.75	55.46				
46.78	55.45				
46.81	55.44				
46.81	55.43				
46.82	55.42				
46.85	55.44				
46.89	55.46				
46.87	55.43				
46.85	55.41				
46.86	55.43				
46.86	55.46				
46.89	55.46				
46.92	55.46				
46.93	55.46				
46.93	55.46				
46.94	55.49				
46.94	55.52				
46.92	55.5				
46.9	55.48				
46.87	55.48				
46.84	55.48				
46.83	55.48				
46.83	55.48				
46.82	55.48				
46.81	55.48				
46.83	55.51				
46.85	55.54				
46.88	55.59				
46.91	55.65				
46.91	55.64				
46.92	55.62				
46.94	55.6				
46.96	55.59				
46.97	55.59				
46.98	55.59				
46.99	55.51				
46.99	55.42				
47	55.41				
47	55.4				
46.97	55.38				
46.92	55.37				
46.89	55.33				
46.86	55.28				
46.8	55.29				
46.73	55.31				
46.77	55.33				
46.81	55.36				
46.72	55.35				
46.62	55.35				
46.47	55.35				
46.31	55.36				
46.15	55.39				
45.97	55.42				
45.65	55.4				
45.31	55.38				
45.16	55.43				
45.01	55.49				
44.88	55.53				
44.76	55.57				
44.67	55.55				
44.58	55.53				
44.59	55.57				
44.62	55.61				
44.53	55.59				
44.45	55.57				
44.37	55.6				
44.29	55.63				
44.21	55.69				
44.13	55.75				
43.97	55.71				
43.79	55.67				
43.76	55.67				
43.75	55.68				
43.7	55.68				
43.66	55.69				
43.63	55.61				
43.6	55.52				
43.63	55.52				
43.69	55.55				
43.69	55.54				
43.69	55.53				
43.68	55.52				
43.69	55.51				
43.66	55.55				
43.64	55.61				
43.63	55.68				
43.61	55.73				
43.58	55.8				
43.54	55.9				
43.54	55.87				
43.53	55.84				
43.54	55.8				
43.56	55.76				
43.56	55.72				
43.55	55.69				
43.55	55.65				
43.55	55.58				
43.53	55.67				
43.5	55.77				
43.47	55.95				
43.44	56.15				
43.46	56.29				
43.48	56.41				
43.42	56.51				
43.36	56.63				
43.36	56.73				
43.39	56.84				
43.46	56.87				
43.55	56.89				
43.53	56.96				
43.5	57.02				
43.56	57.11				
43.63	57.19				
43.69	57.28				
43.75	57.36				
43.79	57.45				
43.84	57.54				
43.88	57.58				
43.94	57.61				
43.93	57.65				
43.93	57.68				
43.91	57.7				
43.87	57.73				
43.83	57.75				
43.77	57.76				
43.76	57.8				
43.75	57.84				
43.79	57.74				
43.84	57.64				
43.98	57.41				
44.11	57.16				
44.39	56.85				
44.7	56.53				
45.11	56.2				
45.55	55.85				
46.18	55.54				
46.84	55.21				
47.41	55.01				
48.01	54.81				
48.53	54.67				
49.14	54.58				
49.75	54.52				
50.44	54.52				
51.05	54.61				
51.65	54.73				
52.33	54.82				
53.02	54.92				
53.71	55.13				
54.33	55.33				
54.93	55.59				
55.46	55.85				
55.92	56.16				
56.38	56.53				
56.77	57.01				
57.15	57.57				
57.41	58.11				
57.64	58.67				
57.75	58.92				
57.84	59.21				
57.91	59.48				
57.96	59.7				
57.96	59.86				
57.92	59.91				
57.93	59.79				
57.9	59.55				
57.92	59.64				
57.93	59.71				
57.93	59.74				
57.93	59.74				
57.92	59.73				
57.92	59.7				
57.92	59.69				
57.92	59.71				
57.92	59.72				
57.92	59.72				
57.92	59.71				
57.92	59.71				
57.92	59.71				
57.92	59.71				
57.92	59.71				
57.92	59.71				
57.92	59.71				
57.92	59.71				
57.83	60.77				
57.76	61.72				
57.64	62.57				
57.54	63.35				
57.48	64.06				
57.43	64.71				
57.38	65.32				
57.33	65.89				
57.3	66.23				
57.27	66.53				
57.3	66.82				
57.33	67.08				
57.38	67.26				
57.43	67.4				
57.59	67.32				
57.77	67.2				
57.96	66.95				
58.17	66.65				
58.41	66.21				
58.67	65.73				
58.81	65.47				
58.98	65.14				
59.04	64.97				
59.1	64.76				
59.17	64.67				
59.23	64.6				
59.54	64.19				
59.86	63.8				
59.98	63.61				
60.09	63.44				
60.2	63.27				
60.33	63.11				
60.45	62.94				
60.59	62.75				
60.49	62.89				
60.3	63.15				
60.35	63.08				
60.39	63.03				
60.42	62.99				
60.43	62.97				
60.73	62.13				
60.98	61.4				
61.22	60.8				
61.48	60.28				
61.72	59.54				
61.94	58.86				
62.2	58.09				
62.44	57.37				
62.74	56.68				
63.04	55.99				
63.37	55.19				
63.69	54.33				
64.07	53.72				
64.45	53.11				
64.82	52.71				
65.24	52.39				
65.59	51.89				
65.95	51.4				
66.31	51.01				
66.7	50.68				
66.9	50.21				
67.09	49.75				
67.21	49.09				
67.27	48.34				
67.29	47.93				
67.31	47.56				
67.29	46.98				
67.23	46.36				
67.3	45.9				
67.4	45.47				
67.54	45.24				
67.72	45.07				
67.92	44.55				
68.11	43.99				
68.34	43.67				
68.62	43.45				
68.92	42.84				
69.21	42.19				
69.45	41.34				
69.67	40.41				
69.8	40.16				
69.94	39.9				
70.05	39.51				
70.12	38.94				
70.12	38.79				
70.1	38.67				
70.17	37.97				
70.23	37.3				
70.36	36.45				
70.49	35.78				
70.49	34.86				
70.49	34.05				
70.46	33.23				
70.43	32.47				
70.39	31.73				
70.35	30.98				
70.3	30.16				
70.23	29.28				
70.24	28.59				
70.25	27.9				
70.21	27.14				
70.17	26.39				
70.02	25.74				
69.86	25.09				
69.59	24.35				
69.31	23.62				
69.03	23.04				
68.76	22.54				
68.59	21.86				
68.4	21.18				
68.32	20.47				
68.24	19.77				
68.31	19.08				
68.41	18.41				
68.5	17.68				
68.59	16.86				
68.7	16.29				
68.82	15.72				
68.94	15.17				
69.07	14.62				
69.12	14.19				
69.16	13.77				
69.18	13.19				
69.19	12.62				
69.12	12.19				
69.03	11.77				
68.96	11.44				
68.9	11.17				
68.72	10.73				
68.53	10.28				
68.41	9.88				
68.27	9.48				
68.11	9.08				
67.94	8.69				
67.71	8.23				
67.45	7.72				
67.26	7.31				
67.06	6.89				
66.79	6.56				
66.5	6.23				
66.34	5.91				
66.18	5.59				
65.97	5.28				
65.76	4.98				
65.61	4.8				
65.46	4.64				
65.29	4.56				
65.13	4.5				
64.89	4.25				
64.64	4				
64.53	3.7				
64.42	3.4				
64.31	2.98				
64.21	2.55				
64.16	1.94				
64.13	1.28				
64.07	0.71				
64.04	0.12				
64	-0.5				
63.98	-1.13				
63.9	-1.75				
63.83	-2.39				
63.8	-2.87				
63.81	-3.33				
63.66	-3.79				
63.5	-4.23				
63.25	-4.62				
62.99	-4.98				
62.81	-5.27				
62.67	-5.52				
62.26	-5.82				
61.77	-6.13				
61.43	-6.4				
61.08	-6.65				
60.69	-6.84				
60.3	-7.02				
59.82	-7.27				
59.27	-7.54				
59	-7.71				
58.81	-7.82				
58.36	-8.13				
57.92	-8.44				
57.46	-8.79				
57.01	-9.14				
56.5	-9.51				
55.99	-9.88				
55.3	-10.37				
54.51	-10.95				
53.94	-11.24				
53.35	-11.54				
52.78	-11.85				
52.2	-12.17				
51.68	-12.43				
51.15	-12.68				
50.74	-12.94				
50.35	-13.18				
50.03	-13.41				
49.73	-13.64				
49.55	-13.87				
49.4	-14.09				
49.28	-14.31				
49.18	-14.52				
49.08	-14.74				
48.99	-14.95				
48.92	-15.21				
48.87	-15.48				
48.64	-15.8				
48.4	-16.13				
48.13	-16.52				
47.84	-16.92				
47.61	-17.13				
47.4	-17.23				
47.03	-17.88				
46.64	-18.55				
46.29	-19.26				
45.94	-20.01				
45.63	-20.78				
45.32	-21.57				
45	-22.65				
44.63	-23.91				
44.37	-24.69				
44.11	-25.48				
43.93	-26.12				
43.77	-26.72				
43.64	-27.19				
43.54	-27.6				
43.28	-28.18				
43.03	-28.7				
42.76	-29.15				
42.48	-29.59				
41.96	-30.07				
41.41	-30.58				
40.73	-31.24				
40	-31.96				
39.4	-32.42				
38.79	-32.89				
38.23	-33.37				
37.65	-33.87				
37.25	-34.26				
36.87	-34.63				
36.61	-34.81				
36.39	-34.94				
36.13	-34.9				
35.9	-34.82				
35.69	-34.65				
35.51	-34.43				
35.37	-34.15				
35.24	-33.82				
35.1	-33.51				
34.98	-33.15				
34.85	-32.82				
34.73	-32.47				
34.64	-32.11				
34.55	-31.74				
34.42	-31.48				
34.28	-31.21				
33.98	-30.95				
33.65	-30.73				
33.38	-30.56				
33.11	-30.41				
32.74	-30.26				
32.35	-30.14				
31.94	-30.05				
31.52	-29.97				
31.2	-30.04				
30.87	-30.13				
30.46	-30.21				
30.05	-30.3				
29.65	-30.55				
29.26	-30.81				
28.94	-31.1				
28.64	-31.42				
28.31	-31.62				
27.98	-31.83				
27.62	-32.02				
27.27	-32.21				
26.9	-32.19				
26.53	-32.14				
26.16	-32.04				
25.83	-31.88				
25.4	-31.82				
24.96	-31.74				
24.48	-31.72				
24	-31.68				
23.52	-31.79				
23.02	-31.9				
22.51	-32				
21.97	-32.11				
21.48	-32.31				
20.98	-32.54				
20.5	-32.86				
20.03	-33.21				
19.61	-33.76				
19.2	-34.34				
18.76	-34.93				
18.3	-35.54				
17.99	-36.26				
17.68	-37.02				
17.47	-37.61				
17.29	-38.15				
17.17	-38.79				
17.06	-39.44				
17	-40.28				
16.96	-41.18				
16.79	-41.83				
16.62	-42.47				
16.4	-43.31				
16.16	-44.24				
15.82	-44.92				
15.47	-45.61				
14.97	-46.1				
14.44	-46.56				
14.01	-47.09				
13.57	-47.61				
13.14	-47.98				
12.7	-48.31				
12.17	-48.56				
11.63	-48.78				
11.05	-48.99				
10.48	-49.18				
9.94	-49.24				
9.42	-49.24				
8.82	-49.19				
8.21	-49.11				
7.65	-48.94				
7.09	-48.73				
6.59	-48.58				
6.09	-48.41				
5.6	-48.23				
5.12	-48.04				
4.61	-47.86				
4.1	-47.67				
3.62	-47.53				
3.15	-47.4				
2.81	-47.16				
2.49	-46.91				
2.01	-46.68				
1.51	-46.47				
1.09	-46.29				
0.68	-46.12				
0.39	-45.94				
0.16	-45.72				
-0.34	-45.76				
-0.85	-45.81				
-1.22	-45.97				
-1.59	-46.15				
-1.99	-46.38				
-2.38	-46.64				
-2.88	-47.04				
-3.43	-47.52				
-3.83	-47.99				
-4.21	-48.48				
-4.68	-48.86				
-5.16	-49.26				
-5.36	-49.48				
-5.59	-49.73				
-5.76	-49.91				
-5.92	-50.1				
-6.02	-50.1				
-6.11	-50.04				
-6.02	-50.01				
-5.83	-49.91				
-6.69	-51.01				
-7.43	-51.96				
-8.2	-52.92				
-8.89	-53.77				
-9.58	-54.65				
-10.2	-55.47				
-10.52	-55.89				
-10.89	-56.35				
-11.12	-56.63				
-11.35	-56.91				
-11.46	-57.05				
-11.52	-57.15				
-11.42	-57.02				
-11.18	-56.72				
-12.4	-57.62				
-13.45	-58.37				
-14.49	-59.21				
-15.41	-59.96				
-16.28	-60.66				
-17.08	-61.3				
-17.91	-61.97				
-18.71	-62.61				
-19.4	-63.23				
-20.06	-63.85				
-20.67	-64.4				
-21.27	-64.94				
-21.87	-65.49				
-22.45	-66.04				
-22.97	-66.69				
-23.47	-67.34				
-23.86	-67.85				
-24.21	-68.3				
-24.58	-68.94				
-24.93	-69.58				
-25.2	-70.14				
-25.42	-70.66				
-25.59	-71.19				
-25.73	-71.72				
-25.87	-72.46				
-26.02	-73.27				
-26.01	-73.83				
-25.97	-74.38				
-25.88	-75.04				
-25.79	-75.76				
-25.63	-76.28				
-25.39	-76.79				
-25.07	-77.21				
-24.71	-77.61				
-24.33	-78.02				
-23.92	-78.43				
-23.53	-78.72				
-23.11	-78.96				
-22.71	-79.29				
-22.36	-79.62				
-22.04	-79.81				
-21.73	-79.99				
-21.48	-80.12				
-21.23	-80.23				
-21.05	-80.32				
-20.89	-80.42				
-20.74	-80.34				
-20.61	-80.22				
-20.49	-80.17				
-20.38	-80.1				
-20.22	-79.99				
-20.07	-79.87				
-19.83	-79.74				
-19.51	-79.58				
-19.13	-79.58				
-18.74	-79.6				
-18.28	-79.56				
-17.79	-79.52				
-17.23	-79.54				
-16.63	-79.57				
-16.06	-79.66				
-15.55	-79.78				
-15.04	-79.85				
-14.53	-79.92				
-14.01	-80.02				
-13.49	-80.14				
-13.08	-80.31				
-12.68	-80.49				
-12.35	-80.55				
-12.03	-80.6				
-11.59	-80.73				
-11.15	-80.87				
-10.75	-80.92				
-10.35	-80.98				
-9.85	-80.99				
-9.33	-81				
-8.73	-81.19				
-8.11	-81.39				
-7.64	-81.43				
-7.16	-81.47				
-6.74	-81.67				
-6.31	-81.87				
-5.78	-82.04				
-5.25	-82.22				
-4.75	-82.3				
-4.23	-82.35				
-3.71	-82.45				
-3.15	-82.53				
-2.57	-82.66				
-1.97	-82.8				
-1.58	-83.09				
-1.2	-83.39				
-0.89	-83.66				
-0.61	-83.97				
-0.35	-84.33				
-0.14	-84.73				
0.08	-84.98				
0.27	-85.23				
0.44	-85.32				
0.61	-85.4				
0.76	-85.48				
0.91	-85.56				
1.07	-85.53				
1.23	-85.48				
1.31	-85.43				
1.38	-85.37				
1.47	-85.31				
1.55	-85.26				
1.63	-85.16				
1.71	-85.05				
1.75	-84.99				
1.78	-84.94				
1.84	-84.93				
1.9	-84.93				
1.9	-84.9				
1.9	-84.88				
1.94	-84.86				
1.98	-84.85				
2.05	-84.86				
2.12	-84.88				
2.22	-84.69				
2.33	-84.49				
2.49	-84.33				
2.66	-84.16				
2.95	-83.6				
3.26	-83.01				
3.52	-82.35				
3.86	-81.49				
4.18	-80.74				
4.49	-79.82				
4.79	-78.8				
5.14	-77.64				
5.37	-76.86				
5.54	-75.97				
5.7	-75.06				
5.85	-74.23				
5.98	-73.4				
6.11	-72.57				
6.23	-71.75				
6.11	-70.93				
5.97	-70.11				
5.79	-69.29				
5.58	-68.48				
5.24	-67.61				
4.87	-66.74				
4.41	-65.92				
3.92	-65.11				
3.45	-64.34				
2.96	-63.59				
2.48	-62.88				
1.97	-62.19				
1.38	-61.61				
0.77	-61.06				
0.16	-60.47				
-0.47	-59.89				
-0.97	-59.3				
-1.47	-58.72				
-1.95	-58.17				
-2.43	-57.64				
-2.79	-57				
-3.13	-56.35				
-3.51	-55.81				
-3.88	-55.27				
-4.23	-54.73				
-4.58	-54.2				
-4.96	-53.61				
-5.35	-53.02				
-5.67	-52.52				
-5.95	-51.97				
-6.28	-51.39				
-6.6	-50.81				
-7.02	-50.25				
-7.46	-49.7				
-7.97	-49.22				
-8.49	-48.75				
-9.17	-48.34				
-9.91	-47.99				
-10.53	-47.66				
-11.17	-47.34				
-11.9	-47.12				
-12.65	-46.92				
-13.36	-46.77				
-14.09	-46.64				
-14.79	-46.58				
-15.49	-46.54				
-16.22	-46.54				
-16.96	-46.57				
-17.57	-46.67				
-18.16	-46.78				
-18.65	-46.84				
-19.11	-46.9				
-19.5	-46.9				
-19.88	-46.9				
-20.36	-46.81				
-20.83	-46.72				
